Cuisine,ReviewCount,Rating,RestaurantID
french,31,4,q-QEwZi32JCnjb7zbY-PQw
french,77,3.5,0n0AbOhJ9H8r8g5luFuUGg
french,31,4,3y_-DwmoM198umnZHSOmKQ
french,14,4.5,oF3yOAqGpIGRbjtOzvSxoA
french,134,3,AJ_XzncxDq2atPCoNGblWA
french,53,3.5,B9LiH5wakBJFZ0ThiYj9sQ
french,174,2.5,HTZ9GOR_Cylt6bxG55co7Q
french,17,4.5,r_QEUVdoo8dsKR9fK31w3w
french,104,4,O64wSq9NvecPNPRkz38o8Q
french,26,3.5,rFn8eGtNvAm-hMgKrLIQ9A
french,17,5,eT39RKlQ8i5Z4ml0ZwUK-Q
french,148,3.5,9V0u-hctFSqJf6lHZra_QA
french,23,4,K_RLEEEkMmlis5hteYlYUQ
french,22,4.5,JZvegz9gY9sJwAeDPNvMQA
french,32,3,GBJOu9Rk4JqqWjB8ddYudw
french,34,3.5,RKpp5WskkZmOjpJtRlbY9g
french,70,2.5,XmnwShjbRtzrQb8oyVEOPA
french,59,4,CyIf24YrOuiikkYVnHjoog
french,78,4.5,YoFTFQ8EF3Xw8pOCF6k-hw
french,25,3.5,XVFoTK6WP94dlwWTew89kQ
french,14,4,NDNdv06TUHhvQV1VYgrr3w
french,40,3.5,NNCpFCnTwMgKhA10lK_DzQ
french,13,4,EaNRl3vlDOsNF-gkCR5mBA
french,14,4.5,c4fhzEx1za54hrbkhZL5HA
french,10,3.5,h5TLgzyZAgEZKKuQZl0sag
french,4,5,1_JZHKkWQBozYQ00fephWQ
french,42,2.5,CfCiJ6euz_s-yZo6DtE3PQ
french,3,5,XzrRw4d399gaCBuon1XwSw
french,5,4.5,giL47kf_ln3aqJNWhGuNCA
french,6,3.5,3J9hH7EJdBv7_TjaQQqsJQ
french,4,4.5,NIX9YFX1taOkm1J9IGuLqA
french,9,3.5,uYjtr5Ix-umHVoQD7FrK9g
french,23,4,xN7JOFf3nBBDxvZ1M4Slbg
french,6,3,iM6ZhwCIeQ0a_zR3YtnTLA
french,1,5,c0wVqxD-_hvvS6d98t5pQw
indpak,195,3.5,7k2uvrFxOoBwV7c2m0UBNw
indpak,267,3.5,HHkTmzDBE9sGWvtSW9Ne8A
indpak,116,4,ik7LcD1fkzVbVQ6Sntd4LA
indpak,144,4,xeIhR9gx0OsTdoQ0mmEUsA
indpak,279,3.5,KbCLZOKvPdNY7ptAg0kGxw
indpak,133,4,WWpOWqOgS9ClYvxYVzR0lg
indpak,117,4.5,Na55QhymZh3cje8Ac2vCvg
indpak,158,4,NVCLcLa_7LMEJipAQmNlZw
indpak,247,3.5,lP8uDU4oNEkPD8-Ik-PvQQ
indpak,369,3.5,tN37MOvqzrmpU0h0PfoDmw
indpak,87,4.5,iXrKGRzIZK0pp31mO3nBzA
indpak,125,4,JSX6Pk56w4BhgO8eSvCrKg
indpak,415,3,WrMu2G5M2im56uYKTd4Bgw
indpak,175,4,7eUoHxFCZKdYkl7ONixCKA
indpak,290,3.5,9lKYC8qs6owmBazkVR5XDA
indpak,38,4.5,qhXIW0LDT4XsoN2IE6dZHg
indpak,286,3.5,HGNqWrRYJNyhJSS8yia8HQ
indpak,240,3.5,U7QMrNTwRrPJ__0jbb6EYQ
indpak,53,5,RSSe0b5ozB5T7uxPe246KQ
indpak,171,3.5,uy7QmtN9Sdb8z5hm2_VZSQ
indpak,220,3.5,fjjzAn0j6zCs2SNViuNfwQ
indpak,123,4.5,6KOeVK9KMmVG6Q3chyZ_Bg
indpak,172,4,xdioStDO8FAyQiZWHJiGZQ
indpak,100,4.5,50eKjWOB-H9iuo1ocACOaQ
indpak,155,3.5,yx8cpBwPttpdBvm4V1EawQ
indpak,258,3.5,9o3Shnn1KK5EHieKE-YKIQ
indpak,171,4,LWghzX6Vsw1ytEFP6lA8oA
indpak,260,3.5,gc5VOvoqzM8UQJwV1mhdkA
indpak,121,4.5,9heTBCW1DDAKyO0GrY3Nxw
indpak,67,4.5,iYh7mB7PDd5ZvZZ4lFPF1w
indpak,486,4,niivJKBqY5wToDukqZHetQ
indpak,303,3.5,MzIUB4_G9TemKsPZJkelIw
indpak,111,4,Z2qZSs6oVJQFSc44tytAHg
indpak,66,4.5,NztBFASX-zzg0tROoLiKOg
indpak,262,3.5,lIXVm16VchbDXOf7v4hxMA
indpak,64,4.5,q3QWb_zYe5TxDqByWv1bKg
indpak,101,4,m9Q9x-Hcxp24gZCaTTJY-A
indpak,210,3.5,zDiKwE9LPwWo9k2kdwMEZw
indpak,122,4,aFhnb8k6H-wD070vvxt4Fw
indpak,180,3.5,MP8Ey2ezsDCSowR-1X6hKg
indpak,133,3.5,NHoKf98A1Hi8htHEfeptgw
indpak,167,4,3hlAeWgSKAnSQ1tg8k8D8g
indpak,71,4,yauWDobtVPplAiACo1JuYA
indpak,138,4,8soP-zjZsslrb5egCkRDvQ
indpak,103,4,-_LtKO0FdpINUMAWMfDOOQ
indpak,107,4,80u4xIY1kp_25AUh9BW0Bw
indpak,157,3.5,aM4h2RwyHyngSDehB_qq3g
indpak,182,3.5,L_MGrE-eRwSWaf06ltqXTw
indpak,256,3,o5sUOmtzcHAeSWtUuFJ00g
indpak,47,4.5,HY7Hx-z5lq1vAacDwYBfoA
indpak,54,4,7cHTm1XExnsbIRiWi8TAaQ
indpak,94,3.5,dOsIIVVfgiDevGZLWaPnTg
indpak,135,3,_RVeBqIldnrh757oxL-b7w
indpak,41,4,7N3jL-c6jHNsSg2m1Zb-fA
indpak,34,4,h1PXV90jW1bXIWVlKiF0NQ
indpak,354,3.5,NqnCmOlPIJ_QBQzvZ28djA
indpak,86,3.5,V4C5SzWmNkgPMjiCfEZ41g
indpak,59,4,uVRau5cd-OpqWIA-qsCiJA
indpak,59,4,KJNXC2NtxRPeu_nkk1PC4A
indpak,24,4.5,pht3NrQeuKlZpvnZ6Lbsug
indpak,55,4,iAW1UTfP8jL_vpwRh93VcA
indpak,147,3,va55P895H8qYFBjjEk6LIA
indpak,53,4,3rQYiiLz1g29D4qHJEUq4A
indpak,162,2.5,ZkpKRf_AenlKegg2-NSA3g
indpak,109,3.5,fu5f6biOPsvgKYEfPfSZEQ
indpak,37,3.5,RRg3P3NsYzutXn5M6mluxw
indpak,46,4.5,bgKGT3osx4KNjrdva4lYpQ
indpak,86,3.5,4Kv4EVmrQ8TdlSD7MW0wHg
indpak,55,4,dZENEWBMFMIbqIBGtlUwsQ
indpak,28,4,llzZ19xTIrueN5XBZi4zWg
indpak,34,4,dOQjniOt57mI9l9CmrCSJQ
indpak,63,3.5,s9K99sWiITSfmq8VShUFVw
indpak,73,3.5,-mQG7oEHSAMr9dBDrrqI2g
indpak,200,3,I8X2NYRYHdWrGrxIHZFJ5A
indpak,314,3.5,P5mFtOSiQmplOj0yVP13PQ
indpak,336,3.5,oSMFe-10TyH40NIXG0Zahw
indpak,98,3,nBoOm-TAhRvbcDkHfKOwGg
indpak,36,4.5,OCBvpZwdnTh5rL9vtCkwhw
indpak,55,3.5,l_Td-NFRIdxu7m6pgJUqhQ
indpak,75,3,sEShqxRbZuWqjXEVCGMK9g
indpak,82,3.5,f26O6kd8FCWoCXfQUNWJ2g
indpak,66,3.5,iSiOfm9CdUhbS0eDHPHUNA
indpak,42,4,5lB2jlIeaEE-xoQ7fKygSw
indpak,108,3,NL8nsC9VzhQIAs5yfC2cVQ
indpak,41,4,kl8Lw7RD7cSeX55Ad5ab7Q
indpak,165,3.5,DTxsUnrcAQO-OXwwypPZjQ
indpak,187,3.5,CN-ZjeSCht_lOcEsuVSfgA
indpak,251,3.5,5iKAeJ8RVrNGRUNy-355jQ
indpak,159,3,yC-GsIbqeQnoVd9LYiOabQ
indpak,75,3,ml3ASw5_B5XLnd9kE8xx3g
indpak,172,2.5,x31Xmdw1ekbG-TdD8hT0_w
indpak,30,3.5,iU0McmYWdsnD-NKRUZXhQQ
indpak,52,3.5,0_ONgLkWOmGnjhCecpZPYQ
indpak,42,3.5,KtYEMI-_zy5hoZTBd3i3Tw
indpak,422,4,RdETxi25tbocKIcMiW5TxQ
indpak,446,4,yKQZqmCbk3EkGC5ajHgEGg
indpak,469,3.5,DOdbSGm9ULZlVz-1-Jjhmg
indpak,222,4,V2A9Leycc5_FEpgQC34i7Q
indpak,274,4,_nScWpFX3M1K7s30hFEsRw
indpak,460,4,HsEmXckXmsRAAEVDFCGYYg
indpak,281,4,zSCp9pjEQ_M3LBuPRDo-Bg
indpak,438,4,zVLG_O3AQnvQ53PSJ5mTMA
indpak,156,4.5,yV7brOiTLS3Lmwws8e3nXA
indpak,188,4.5,N7pDKAFOR1F_oCVH_Fc7Wg
indpak,482,3.5,nd0uXNXaeaDMuMk4C1GusA
indpak,388,4,7USPKYeaAfxl0Ch9j_1l7A
indpak,424,3.5,jG3XHl8Bkw5KEwAI93ciVw
indpak,292,4,k1XZsff99d2JyX_jLwCaAA
indpak,334,4,Y2I946V78wOdwaUD9chmqg
indpak,478,3.5,EPHhPGDFvnq2ARTBxAikuw
indpak,125,4.5,L9n68f-cdk7RMQvRJvC6bA
indpak,203,4,2LFYEpREb8A0gr-rQSrnXA
indpak,232,4,guwS_mhhUjOT5d8sYfEluQ
indpak,205,4,sMoKKcyUslHmHe0NmCYgfg
indpak,834,3,1SgiWHlFN5mp5gNLSGx2Ww
indpak,267,4,1TLoaB7SXJZo3W5f4OGm8w
indpak,312,4,S8a--JIL9yEaU-D1yucI9Q
indpak,560,3.5,IpiGGEXxz-5QVJpijXVmmA
indpak,116,4.5,8vYGvXF4OyKv2KV0-iIxrA
indpak,329,4,7Dm0ramHbk77F4yD115WWg
indpak,377,3.5,gWuHmSQ8G5FiKv-rEogwvA
indpak,345,3.5,t_tWuzMEsoD9GDgAm_0l7g
indpak,228,4,Rr55bXbJcfdm4lIf-1f0Qw
indpak,221,4,maXkjUEZGWrKF7BFrrUUXQ
indpak,174,4,z2VXX7wGl8XZ6_oo9W3koA
indpak,156,4,FXDMFBM-rV2s5MHzA33d2g
indpak,136,4,CzcZsX0Mvm5G8LOlKRr0WA
indpak,196,4,cJfbydHniqWsGL2VHVDHEg
indpak,233,4,lPno4CCubHeWXnPnglp8sQ
indpak,310,4,uucP1LoFyamFS0qDwgMXbg
indpak,188,4,bgMbt6XbOaAu5VNXr5kCdQ
indpak,148,4,_R6EjbrynW_LFnmWoRqgww
indpak,289,3.5,uPW_isMEB92IDrX04pLK1g
indpak,261,3.5,YM5AbOOg-TjuHJrQmfd0Hw
indpak,140,4,1ckkPS7KtGSu_xXXWKcbvQ
indpak,145,4.5,15svH3HiVDwHMSIlRYpk6A
indpak,398,3.5,jwPAFWZ5B6ctjFqa4_mUSw
indpak,144,4,4x4M_p_b8GvLkc4fe00GHA
indpak,153,4,MotfuoOFiEmOKOcRCnRhdA
indpak,169,4,NhBUzlITbu3rdjm9UEfWsw
indpak,147,4,EKY8DwZVWpkgv6IWrepbWg
indpak,160,4,9eZrG8nANKuoyGSqdj_gew
indpak,88,4.5,jYhbUh1TV7SCfPxjIhVpcg
indpak,1152,4.5,sCC7-hSdCkNPExejZT9BAQ
indpak,1369,3.5,NgD-6ogFGc_c4z5_Ur4k2g
indpak,1025,4.5,lxNU-aBq0yPwBDx-i89ahA
indpak,1283,4,BPyt7S9TdcR1u571iacg7g
indpak,690,4.5,9pMhRYYgV7E9L7pzECtJKA
indpak,449,4.5,tIjQyHOubGeKRnx4wSwOeA
indpak,1160,4.5,x0k5kFArHLijdY8-NEQ7Xg
indpak,359,4.5,x3NeZ4xToUxVKDoZ32D5tg
indpak,726,4,kS2CP48K66yL2TwIhUqy_A
indpak,1182,3.5,DZE4ThXa7d0kSXnR3Hb-kg
indpak,550,4,HEs6llkn3wIP1ATXeIZQew
indpak,317,4.5,ogEtpbCgxv38PyB3ebivqQ
indpak,341,4.5,SP4bvMvxel_UPdof_er3HA
indpak,349,4.5,PdzL9svqapSqH4o8bF86Pw
indpak,353,4.5,1_pK5aQ47atF50oAKHADhA
indpak,794,4,kB3QyyhHFVyhGgp35Rnuew
indpak,664,4,ZrdTKStTAo2pchslOev1KQ
indpak,931,3.5,wQjQHZKH_DxwntbSe1QdxQ
indpak,612,4,sCHiXF4mZcsiY8_cBHNiqw
indpak,474,4,Va_mnsEvBghHXvc7uZIWJQ
indpak,304,4.5,S6r0P0PItA9EYHV1nCiQgg
indpak,491,4,7DUPGtHqVZHJ3yIufbWLsg
indpak,183,4.5,CO3lm5309asRY7XG5eXNgg
indpak,512,4,3uEkZEAp7biQEtt0S7W1Vg
indpak,144,5,_7BGw3YFNOTzP1Www3zB7g
indpak,235,4.5,pgGT9m03pNI15Ag2pAdY1Q
indpak,477,4,V2oWqXcoJkgGeIPOaS9eDA
indpak,145,4.5,PEEw2ip9VrmiMBP4b6op_g
indpak,769,3.5,5z7OuOWuZRu6byp2XDKbQw
indpak,431,4,XUataECnaOfdo4a87NqEFg
indpak,609,3.5,Nt7vyXyaxnyXpP4NNgrSvw
indpak,530,4,QqrEF8_ZQCGi63cL10J5oA
indpak,325,4.5,ZikqL-flwV2XYlKtL2UfmA
indpak,400,4,mZALre3ahuetu5X8_uUJew
indpak,192,4.5,ZqOxAKVZEZTa4XS4zthp3Q
indpak,274,4.5,izRJeBfDQYJmd6ibIQ6Mfg
indpak,326,4,dGE1Imqoz1vdHa2cjfvO1w
indpak,202,4.5,6NcU2JAznLr9dDHp6GgQyw
indpak,485,4,qs5aBgcT2v1BFlW-XqQS0Q
indpak,324,4,wm10mMj_41_-l_gRhRH3TA
indpak,248,4.5,YDtIHtfvWd4W36wq6UAjoA
indpak,591,3.5,bFUVp77ApNkACqXvgiekPQ
indpak,456,4,m5Whyz8O8jM4DrE808h71g
indpak,328,4,hKKDfUPcDX_c-RCWBMOr1w
indpak,505,4,3C6c_zqRz_U2AyeN_7LTsg
indpak,253,4,FvnExtQHPfz_crDCBTQ1iQ
indpak,267,4,XKy4Cy4uNgO7rxhH4yFJQQ
indpak,202,4.5,_z2_1TE_1brlvljiGtJ4mA
indpak,233,4.5,AlfkFxfD-cUBGA3Eq3j0Uw
indpak,360,4,iXSuNKKUBIrBX7zUerlQDQ
indpak,54,4.5,pg2NNr7wQeMo5cJoTYPBRQ
indpak,210,3.5,SB4t6vWpxlVQAfCQ3oC1BQ
indpak,239,3.5,_2XWB0vPqUqkWdQuXfWi2w
indpak,132,3.5,sQ_L8O9WMU4apxSTVa9JKg
indpak,123,3.5,sng5ejEyAA22ncDwxdu2lw
indpak,127,3.5,til9hZedX5st86EamUudMA
indpak,103,3.5,ciIoPi0WqaNyB6xkwRKxzA
indpak,128,3.5,o21M4dKM4KQbzGVrlq_3Iw
indpak,136,3.5,jb-Fe1cC3ZARF9xyFvJQYQ
indpak,404,4,H0tgZ_2Yuayn18ylu2c3XQ
indpak,277,4.5,HM7Mz6Hpxts58JJP7qELNQ
indpak,218,3.5,aczqK-esIyqhyk7QLqcc1A
indpak,82,4,Bft47FX6dorGwlUypMrG2w
indpak,93,3.5,G4Y3yF4UfcCNSj0JFQQVDw
indpak,184,3.5,B0IXsKwCk21hNQffYPJmHA
indpak,198,3.5,dJmC6GmMgX3VLSdaLhcJdg
indpak,146,3.5,h0Z2RZBZbiqS-Yw22WyTaQ
indpak,41,4.5,GVaTZnN7a-DkrK57l7BbGw
indpak,147,3.5,IDEq8v88W58i2QZuNFjl-w
indpak,159,3.5,Pv51B3SzP4OqUbJncEeF1g
indpak,216,3,WSesw7dMYKmF3XHqD0K0WQ
indpak,85,4.5,nQfPwIasXCi8NwNKq65vfw
indpak,87,4,XgqIDfU6tKPUdRxRG5uDNw
indpak,168,3.5,jzO5HyrTtumHpe-pbUlndQ
indpak,144,3.5,OD1CCNpXwUvXB9P6WkTy9A
indpak,65,4,IRRhwACUiMaqkBVAZiCzeg
indpak,116,4,T1CRoZ-f-hwrjdkBvt7_kg
indpak,33,5,HsEK7jGmzI7KP1e0N_6uQw
indpak,82,3.5,rML0mPoWQHxG8ifHGuI7pQ
indpak,88,4,WkN7pVHWEXpHJrIS1ohXUA
indpak,72,4,R7MDZP5G374JA1-kaR2CLw
indpak,97,3.5,I2Y3_18dUz0CaSzsx_x7Ag
indpak,188,3,qZgRPGUl01ldRuTd6pSOnA
indpak,59,4,2-Nuy6YhQcD6GFQHS9EqSw
indpak,91,3.5,JCFEtB6jJXbOMJ7_ZUpD3g
indpak,265,3,bVyA5z69287U9B9W88hERg
indpak,54,4,yje3Sgcq3SnXBmNuybnQEw
indpak,261,3,5faOK0osoS-zdEwT21S-Cg
indpak,92,3.5,JvV8sTgUX6abRQPzb3hLgg
indpak,69,4,QHZxlt8nFqycBrxxizwKmA
indpak,88,4,D_xGTuIZqh1g6ie9QybcYw
indpak,110,3.5,EgxnURDBkeKXV9rKzHrJLA
indpak,90,3.5,hG1H6NRQvWQkr7OeTFqDSw
indpak,149,3,Q7wFlNr4OFU0eCJXcOmopg
indpak,35,5,yLcJTiE4n_w4sZwSfMZYZA
indpak,55,4,BXoW0AUDE7WZJcY-Vhqlbg
indpak,91,3.5,AKaO-EaJ8EgUnx5EPZ8N4g
indpak,185,3,TTwPVEHeSeyFMLF6cik8Lw
indpak,78,4,iGIr7N3UlcidQ0FlPBSK4A
indpak,2,1,GgVSxkEzFRyAorxuODA1tQ
indpak,1,1,UTsBON3O7wIKWupchuhRug
indpak,1,2,z-0XNRNvLK1-UOPLakh4HQ
indpak,1,4,MeyBDyi-wxPm9ytY9Npalw
indpak,1,4,3vpqJK9Oz515AZR-bFW5Ig
indpak,2,3,xc5jT9-87-MOyom3d1DWRQ
indpak,4,2,QzPaA7e4O7iabpwr99pmiQ
indpak,2,2.5,F3mRjSCTKlA1qj7OiRikiQ
indpak,4,2,i9EgpwRQVS8kEcgbyEzOeQ
indpak,15,2.5,0dQ0z5qAqg9CmMmbEDs7rg
indpak,11,4,9x95RpLEIDRWG2Y9w4qz4Q
indpak,8,3,R1hRLBVYITw5aIkLa58xFQ
indpak,2,2.5,oUfTF9uBy6MyKiONbgkilw
indpak,1,3,pzVUUB9bXZMK8KvRLOoUWg
indpak,4,3,WI5kC9Ba8QClXq_mslg07A
indpak,2,2.5,shNn0uGXQBD7wEIhbtzeIg
indpak,1,3,5YFgQpN3AnlLFG4m5fCvzA
indpak,2,3,WYFPMrpRKoBaBPd-yOoiEA
indpak,1,3,nNBYKojg6wD3Ov52Et6Omw
indpak,1,3,lZRs_xl354EQuL-DqsOM4w
indpak,1,2,GYik7iRs1Esz7jkvj4iUZg
indpak,4,2,hgoT9kFq-6YtQ1C1z6FK0A
indpak,1,2,dgz6m-9WZhahheWVguwfBw
indpak,4,5,4SK9aWKC-Qwk-cqS2dWbfw
indpak,2,2.5,HN8BQ7DpnLTrEkEPIap3DA
indpak,1,4,isvWkHXd6AqpZ_q-Z_iR-g
indpak,11,5,DgFso8KK5MYTIYVmOmaYRA
indpak,1,3,GsUOi6XcuMRZ4UT_zfuixQ
indpak,1,4,trkn76h8vQeB8kCUgHJyuw
indpak,6,4,mt4KWnuakQLhJ6NhgbXqVA
indpak,3,4,I8rG7zAwNbBOji-R8MYwcQ
indpak,1,4,oL3NzwNMn-e02cxGwvsPcw
indpak,2,3,_t0sNRN5yfj1nEopg2bwwg
indpak,2,2,vHHVrNOhGDCbqzpYgKcUYw
indpak,28,3,yndzCcgUIkGhvTyF4va-Eg
indpak,45,3,NH7Ws65ZwlmOosiblfGTRw
indpak,63,3.5,pf_84vrm2-Ir0mVwzK8VNw
indpak,156,4,ODpSYoZ8fkaX3UaDzBLhsg
indpak,98,3,-PCQyh7uZPBamQYfpI8RBw
indpak,22,4,aLnt6DwRxlSm8xD9nuEEmA
indpak,12,4.5,y_bDXn5PffeXZLXM4ZpvzQ
indpak,93,3,u_j2PopX_tFfQvrlerjmmA
indpak,15,4,LaBJkwwC1lrYtooJQkvh-A
indpak,135,3,2KCyOxOM5J9glFSpmLqb9Q
indpak,22,3,52tGj_mESixieiWsp4_pOw
indpak,90,3,Rta-_ALLo7g9xTUi23pmRw
indpak,14,4,beILZHnGvC98CO59aOmo1w
indpak,36,3.5,CPBVjdezPyeBTxW1q6R1Zg
indpak,47,3.5,EXFJUuKdtnf4eV1IF1drWQ
indpak,14,3.5,pKnqJZpCX3xYIURHOnWuig
indpak,98,3,WbCZW0OBcakQ9oxsLsw8vg
indpak,16,3,AtPhAHLLdmro_p6FP61qtw
indpak,10,3.5,RFiR-vXB46apdqHYr4S57w
indpak,7,4,BYIfW55zHJNKzTvMv6hAZA
indpak,31,3.5,SxpRklyvo-VHZwzO2IrpXQ
indpak,85,3.5,ATrDmKiZ-YrAcG3hR7LLgg
indpak,5,5,8xIoNFPmYPz94xBioimvQQ
indpak,5,5,kNzjRlXzL5XJInDqNwfMgA
indpak,18,3.5,JuP4192zOiVFyPXPuc8EtQ
indpak,21,3,VNmSye6SGkwtSijlPnV5YA
indpak,5,4.5,Yf4SjE9tfd1ASaT3xtwYzQ
indpak,12,3,PwK_4LPh7yQ2VcIGKNKLNw
indpak,66,2.5,3RuiiqUg8C3HZ-RuvlqtBg
indpak,108,2.5,9tjTiVC2HepvHwEPdc677g
indpak,23,2.5,XtRF6hvdB1kxQ7cntqjOqQ
indpak,10,3.5,S3dtt6qNyYfdF-I4rZTbXw
indpak,11,3.5,35bJdPviyOHhiFHOFStN4Q
indpak,31,3.5,ujKLiI39ie5K_iB-TLaFMg
indpak,75,3,KeVQTRyG41doVE3YVsV7Pw
indpak,18,2.5,-K9aoYpCy5_99gojar4nWg
indpak,81,2.5,__XmiV4VwrbVDVHrRzn3oQ
indpak,28,3.5,yqKzYJHASzNlytsMUmyAsw
indpak,107,2.5,_lixxjh89aMAcEhyvQDIiQ
indpak,8,3.5,iPfHMcyE49cxJhoPL9KRzg
indpak,10,3,MVNhVKCIqWXUyhwqWMOnYg
indpak,102,4,4zvurFltnSNVGTDFxjNyjw
indpak,36,3.5,9JsPac_weBYz-SFMo5dzqQ
indpak,69,3,_ztYFP1H6uJmR-9cVLDU5w
indpak,20,4.5,3dZsX3mqbVsLEXPwMYKPsw
indpak,42,3.5,vhzkJobCGQ9cA93k19gbkQ
indpak,54,3.5,Rk6TXh7nINbzJoGtI2C5cA
indpak,140,4,O5MN8tijDGzJS8uin9zQ2Q
indpak,12,4.5,NDxfIV_QMyXaj4Oa4azXTg
indpak,156,4,9y6UQ2GYKe08-WF_1jTX0A
indpak,23,4,XYusVoJKFBU_-LIGYlkZeQ
indpak,21,5,HVWlYTXsR9Vx9ZoxJQa2zg
indpak,66,3.5,7hgygLzjMf3YQE6oL1E3Aw
indpak,10,4.5,KDr72efaFAcQXccdA4yoaw
indpak,24,4,7-mcmUETyMifs3rbpvCObA
indpak,30,3.5,Fj5RosdsJV24ZT8S6X-nNQ
indpak,36,3.5,fmH4YbvpYdcpaaYOL1g7wg
indpak,139,3.5,w5OkGoc_gcA3EA399aV1Jg
indpak,68,3,XNJgKHavBZm47RpudtAn3A
indpak,19,4,fNxI--522GxiStC-J3SnTw
indpak,149,3,pySuU21NBcNpM0mr3_bggg
indpak,64,3,jQD0E2iEhPmNqkEs-3QUwQ
indpak,18,4,VvIzNbkl4PDPzutZdxWCJw
indpak,39,3.5,LQvI-JYji1jO5wySb8KZiw
indpak,12,4.5,-GkhPQ0AVLoIAzPGfQ_SaA
indpak,36,3.5,AZXVhEWU2FAqI40b0ZvzfQ
indpak,193,3.5,yVvx0wKmBplFlMd9z10Ytw
indpak,25,3.5,VakC43fJQAT5c6f3rqPlOw
indpak,68,4,RxlN-Q5U1J3LpK69VV9Xyw
indpak,95,3.5,lTKwlr9_vWjNDPbt4I7bog
indpak,37,3.5,o5_roJB43PNm0PhhJ-0mXQ
indpak,13,4,hswirO2tzhjdopGrjEE3xg
indpak,52,3,zy5MD9rhrPaZkCM1d1vmrg
indpak,17,4,IZGmct19s3P8oZsHD8M62A
indpak,133,3.5,idPuFfnCBOTckYzVaYpfBA
indpak,16,3.5,VLQrI-Qua7Ok02fAAuwvAA
indpak,32,3.5,ZrhOYpCBzHYxM6jPQLNerQ
indpak,19,4.5,z5z6_y69b_ufy73GZUt7Tg
indpak,123,3,VMSO12sjs6W415PSogC7PA
indpak,44,4.5,yPWE_stCrD48WZ-xaxfz_A
indpak,39,3,IPObt34MFs_Icr83NE7RFQ
indpak,12,4,PPhUz-roOHiIp9vA0rEoIA
indpak,9,4.5,pv_9QjRf45GRd3pMeKmmKw
indpak,24,4,uqBBk5o9McSEYQ88CG6yHg
indpak,35,3,vnf1WSV7dTmOeOkIJ46hiw
indpak,25,4,gHw2LnjgqyJclvlOjISv6g
indpak,38,3,3_pn5nxp9NuGv7tJ61Mslw
indpak,55,3,nydvJwzkth8lumyqKmCdnQ
indpak,24,4,gMgnrr8dJzJJLVH1IbFUZw
indpak,81,3,MAjVFhRwxbOsMHLkObzh4Q
indpak,35,3,PeLeSgbctqoS_L6g_cvjUw
indpak,20,3.5,vS5WZNErrgWvHtiO3CTmqA
indpak,18,4,-MXQI-AjTJViEekzs_5_8A
indpak,24,3.5,SJ6gBwqF219nV6dAZBt93Q
indpak,26,3,JFGHmvKmzW_TP6NjdvoWow
indpak,5,4,PF9sOfpRWjQGviligM-lww
indpak,19,2,XcurvEBQwi0g8Tm72uABlw
indpak,4,3.5,vksCRTDJO6ZrM_JFRxnG9w
indpak,4,3.5,oWmHgBlcY9yNgjUo7mNX4Q
indpak,3,4.5,32nkcoqPk0c1BYuka2enqw
indpak,18,2,8mNN98-kejLAJLR9p7_mvQ
indpak,13,2.5,_oB3M47mlg3dJGKKIYkRIA
indpak,8,2.5,sUVRmTS3gwZtdDbjA5TPpA
indpak,5,3,eVZGBIWAmQxiTwVYA0pjWA
indpak,1,5,-D-ye8DU5KndJ7mqBpKU1g
indpak,1,5,QEudjEGzNalNUN2V2dZVJA
indpak,2,3,8wYaKJvVrRUaOwqVrVw-jQ
indpak,3,3.5,M1VHR29gMNs3EavDXdE_PA
indpak,1,5,5W2j5LFdJoWDOj2efIljUA
indpak,4,4,iy1AZhDzBejmG8Uydo7SoA
indpak,1,5,K7u5sEQW1LcIJxjpUS1STg
indpak,5,3,HDmk_Rhk8iZM5ULL70QsPA
indpak,5,5,phEamT8HRnu-RFFoCbJ5Bg
indpak,3,4,3Y-beEWD9prfpSZXrQjMPg
indpak,3,3.5,UFRW4RurzgXnn3eeZXLjJQ
indpak,1,5,_ZxbRvQDWD3uVu3o9df82A
indpak,1,5,EVaeiIE_p0m2LkeG6rhh2g
indpak,1,5,CxvXmplrCyvnHIGDrNKRyg
indpak,9,2.5,-DT3bduqJca_u3DGDarUkw
indpak,4,3,L1gBXF7Ux5mUmDQ0qpOMkw
indpak,3,4.5,URKDkoIl1s1rIfGOfPe7PA
indpak,2,5,6KrznDMeNCMA9wQrr6qwLA
indpak,4,3,L02D3DmTwrkap-BaAfIg8g
indpak,3,3.5,UQV4XEaZwIRfi5SLs48sDA
indpak,19,3.5,oiiQ_2cIUTZG-8qTlcwiuA
indpak,2,3.5,hfO1-9BjdSLjqErFT265ug
indpak,7,3.5,cOnQnP9GwyvhQjCJbSz5Fg
indpak,1,4,GbBmq42FMVX5dOteBm9mvw
indpak,1,4,2FFkYc6LbRanDbOwKumLEw
indpak,1,4,AJjQwst3ppWZ9BCfk-tQPA
indpak,16,3.5,RIl9kkzPz530mPoo-_PIgg
indpak,1,4,C6AAKuzSw-HrP7G47y47TQ
indpak,1,4,TB9jN3Fe-JHjyjYWmIQ_EA
indpak,1,4,WtaM26GHmDBiUpVB4lnl2w
italian,1715,4.5,zj8Lq1T8KIC5zwFief15jg
italian,4844,4,a0IET3_yCFcO36OqGSsisg
italian,1475,4.5,rp8S7scxOkVVeG7dNneMGQ
