tag,bestAnswer,score
RQRQOO_CGhj16AIz4KqlQA,1,9.979349E-1
3Qpi419I29t3sCHMzC_h-g,1,5.119987E-1
rJeh77RIvtmISisvVoy6TA,1,6.533592E-1
VQ5YGa4L4AT3ugF61hM9qQ,1,9.987204E-1
Ya_xP6vMzxGbYlandxxeew,1,9.993265E-1
hdiQrGDT8enOzpxaipBzNA,1,6.533592E-1
KSYV3rNYaKWW-AHN4_i-7A,1,6.533592E-1
8xDbEfYXuPwi-94LLcb22A,1,9.994256E-1
croh2zWlbPyCQTNS11klcg,1,9.994256E-1
sR-KTsDa4vafaDak9Ik2sQ,1,6.533592E-1
AeLz0uoZH3hxmkcXlwUIGg,1,5.119987E-1
rHg81VzTGVREMCfMmgYMog,1,9.991438E-1
nA0FWQ0jf9yOCeuBTERC_w,1,9.393881E-1
njqbo43rFzj934E5eHbPCw,1,5.119987E-1
_7rU61c3WTVfPS_-FNup8g,1,6.533592E-1
OfqANzeWRlZrdHQuG7pI0w,1,6.533592E-1
xOL2SC34gdhKHSbyaDz9BA,1,6.533592E-1
zv3QIA-xGfegH9EGpxgriQ,1,5.119987E-1
OQY_QgAYZhuNBsza2sl4YQ,1,5.119987E-1
71_8yA0L_FCwfgC-8KQjXA,1,5.119987E-1
Wu9AymEM_RM2cnRPslVlIw,1,5.119987E-1
E1QQuFMX7DAEt8jV4attkA,1,5.119987E-1
dSaMEWm0EQTG4TOeUetU5w,1,6.533592E-1
YCen62jqSWhPOAorQjSZdQ,1,5.119987E-1
bgnM6uy66zupYzb4QdL3vA,1,5.119987E-1
AJKcsxpc9IthvhdEnfqogg,1,6.533592E-1
rK9XW6F5Hk6IZT1oJAFwtA,1,6.533592E-1
RffIwNrMmEf5auDVP1eURA,1,5.119987E-1
ly02f_k_5VYnSTakZ_bxlw,0,4.866517E-1
a2sxaQooPmq9r7Cc-Umunw,1,9.393881E-1
8ceGPxcSMdwa8k7y-DLZxA,1,5.119987E-1
kB2XfL4Rr8cxetafqu5kXQ,1,5.119987E-1
QEljrZBOm7Yt0Pk5HoISkA,0,4.866517E-1
5uTJ_4fWfT1ImuwCLN9xGA,1,9.393881E-1
POA4ua0BjwnJgzNWxkHmUA,0,4.866517E-1
EDLKX7cCxPbmbmo1XG3xJQ,1,9.393881E-1
kbUZnWtro1h8BuPcSOd74g,1,6.533592E-1
iFAAI-7NoceHYVybom5SyA,1,5.119987E-1
oSMFe-10TyH40NIXG0Zahw,1,9.393881E-1
3NYQQckItp9l7GDzALw79w,0,4.866517E-1
Qgv2vyUV-DwK8YwrhU-jtw,1,5.119987E-1
9gktK6DNHb3k0y-o6nP7pA,1,5.119987E-1
5rX_7IkvFx5MKqS3ikQe3Q,1,6.533592E-1
GmtybiZEicQ4qqPTzhqVew,0,4.866517E-1
ItZ8CzZAGXGjB8_9HxDIXg,1,6.533592E-1
ZyQfNryF0YBdzGnzLoVsWQ,0,4.866517E-1
MYPes7EWP5aLiVG1Z_9eFQ,1,6.533592E-1
hWkbadE0u-Eiqg9SAm176Q,0,4.866517E-1
YJqM9wxCH-PNslHbffzbGg,0,4.866517E-1
ApjmgPwYXgrb0JurjQZO4w,0,4.470207E-1
00J0yKkOuOxMhqt-Dg9daw,0,4.866517E-1
tpNw3wIbehblYJAxPWFDRw,1,9.974894E-1
J2IJkTqn6RQh2n0yV1aiGQ,0,4.866517E-1
hDrPCldN8HJoQfK2a6t_uA,0,2.084125E-1
wxUTM-FkpCvnoTGJfSXkWg,0,4.470207E-1
XYdIb4Y9fCXNiHY3S1WAYw,1,9.987204E-1
c9I4-T9wTlMmJEHb4obEdQ,0,4.866517E-1
o2z5T8jD7p3kauFwjt_WNw,1,9.989933E-1
_hIxEP_Wd13cjNJ1tcf6KQ,0,4.470207E-1
E1fFQqXuO2Ido9hGDmTbDg,1,9.987204E-1
UIhQTPnwAIYDnMBNGZv0yQ,0,4.470207E-1
RPMfsbjMx0hAgpdGnw_bPg,0,2.084125E-1
y5-zJXjerIJXAyQ4LQ6x5Q,1,9.989933E-1
KQKSCG5Ex1OxGAyXkphvHg,0,2.084125E-1
U9bU_xY11bu88lYZwnMVfQ,0,4.470207E-1
NpIYZAo55GDnIxwkkh6Q7g,1,9.989933E-1
CZc8HqioU9WFJcml530kmQ,1,9.989933E-1
EM6z-NkZ-q2KPWNY7aKvNw,1,9.979349E-1
g42C_GsiLWzbVY2OZQsoyw,1,9.989933E-1
NJGtDl4jqIaRz0qEnfUOOQ,0,4.866517E-1
3_pn5nxp9NuGv7tJ61Mslw,0,4.866517E-1
VmhJfKhSFj3XOHTsT3Qhjg,0,2.084125E-1
e6c0R0ME8QGw_ZY0RzuGxQ,1,9.979349E-1
zZkplEhRoGcsDxPgXpxEdQ,1,9.979349E-1
0odtQty6tMRPQ7UrNysUxw,0,3.509281E-1
k21ee73OafH6IwGR-x1iCA,1,9.989933E-1
5dzFMuClH9CDvfaUuIKWeg,0,4.866517E-1
TjB0wn5MyHM5rDMBCSCnfw,1,9.993265E-1
8Rx82sRLaWA8FgdUkW_HnA,1,5.119987E-1
oeubWVfo66lUkuCV7NIGBA,0,4.866517E-1
Cyv-tW4BljwWnP16HI_zAg,0,2.084125E-1
iQKKS_QwYcgrjFISuDClqQ,0,4.470207E-1
OpUM9bpPbk8SV5JNosGyHQ,0,2.084125E-1
OQ93Z1tAmdPqK7twEEvISA,0,2.084125E-1
G9uSeXMXv6QB8ZEQeOhYVA,1,9.979349E-1
RaqtqQoaVbIRciHsolzT4A,1,9.989933E-1
FVfQVQAcGDVFaBlrFaLkUg,0,2.084125E-1
ZodRffm6pfjb6PPtvOZ5AQ,0,4.470207E-1
tEPnkxyyzxP-xYTDFEW6Qw,1,9.987204E-1
FZHgoSeRTpwAUqY1fPUDXg,0,2.084125E-1
0UkdZTf0cq7yfAiUKX2oKw,1,5.119987E-1
OX2B4KARPKNTxC39wpcqDA,0,4.470207E-1
XzMVQtnifzlFoq6Uj4795g,1,5.119987E-1
vkgl6UT8e7PXoVZUhxXq8w,0,4.470207E-1
j0tkph2po_37gtZ1ufxiow,0,2.639116E-2
4fQuriJ0mFzzG6RE1cRV5A,0,4.470207E-1
_CcEaSKTpzZIczrRzCRAPQ,1,9.979349E-1
8SM-aKKwlK8JNaJTr60c6Q,0,4.866517E-1
5sG_S51rleFhCKLgQpXc_g,1,5.119987E-1
MEaT9f2B4F0gvXhCir9v4w,0,2.084125E-1
Nxxn3PfmNvEtKCn_OSwY8A,1,6.533592E-1
hUdRX0a_2ZZEmB8KCp-WYw,1,5.119987E-1
f9_L7uj8IxUJXDvioHDXdw,0,2.084125E-1
4zuvAX0g_h_vBgE34oALhg,1,9.993265E-1
HM6cvh5A9LLBeb4Sca6fPA,1,5.119987E-1
GTVPC-4dLsJpRr57J3V6NQ,0,4.866517E-1
ZYWwYSXWyDlVYIjPgXmIQA,0,4.866517E-1
GfLL6-n6UNZ07SEHfjeIgA,0,2.084125E-1
pmJqb7-EckluXUk6Rtml6A,1,5.119987E-1
98SsKXNs37ohAQERZbBPJg,1,5.119987E-1
YoGcGxo9JxE7NtmMtPaNng,0,4.470207E-1
5YOAo1XEDUxGNN5SwaHyww,0,4.470207E-1
BJi6fX-mObaJ3N75v6mwaQ,1,9.979349E-1
eQKYZWnBjPUjINAnFmrmbA,1,9.393881E-1
Rw7uPD5ioDWowSwvGdd5Hg,1,9.993402E-1
QQJsGwvd1jNqLTEPU9wzFw,0,2.084125E-1
QFOYvQK9y2jM7ue-DXkw2g,1,9.979349E-1
FWeJx2alqE_JXqS5yIdw3w,0,2.084125E-1
dSZH0XgoZ-AT0qezA9Xx-g,1,9.979349E-1
CflDIalFPdd7U3-fcq4Lkg,1,9.979349E-1
ECKMWJwm_sihRQIP1ydeOA,0,4.470207E-1
e03tT0hH6qU-_dR8pwFa0Q,1,5.119987E-1
Xl0JBlbr-D4aICTMcYi5TA,0,4.470207E-1
Yo6D3B8TP_xdN1yaoNc0Ww,0,4.470207E-1
ow6DsPVbOe94_L6qju-Bzg,0,2.084125E-1
PVBrjYCe4OCXZMF0KE69jQ,0,4.866517E-1
Jr8S-deYDqbDoo-eJI7nyg,0,4.470207E-1
d8wA3iuWvrs1slX1WHSV5g,0,4.470207E-1
Ypz7j5vm0kZ2XqpjGjbHNw,0,2.084125E-1
0bM7u8ifFfXUnaybey3Yrg,0,4.866517E-1
RHjTWcjCNM3Wvbxs_8Valg,0,4.470207E-1
a5Ei7GYvlXCDv-j3q1lBLg,1,9.989933E-1
VEjkxniAlG35cR3pjHvF-A,1,5.119987E-1
cZ2Nkl7Z_sCvanOoruvxHQ,1,5.119987E-1
vWEdeCMkv93KzVzjKqdvBw,1,9.979349E-1
CIp4kHqtq7DLmbjjD155vQ,0,2.084125E-1
TDXFB6lBsA-uvFdnPxBv9g,1,9.979349E-1
svvP8Thiit_8TX-Lfeecrw,0,4.866517E-1
3kq1_dUIPrA6BFTuX-M6mw,1,9.987204E-1
EP5F-WYOuJ22NrCyNWYccA,1,5.119987E-1
Q29wPbgiFkYDifXoCpXwqw,1,9.979349E-1
Aux2Mp7bGnF3S6h60ab3iQ,1,9.993265E-1
BLYomPDQX5HkNWFJ2Lxfpg,1,6.533592E-1
RGHkyFGy1WKG4HgIWFxlxg,0,4.866517E-1
bSi2f2TaOr4RVTI5eFt0wQ,1,9.393881E-1
uP0zrPN8vCMxTe1jnsKsZQ,0,4.866517E-1
BUB1ej9y5RBseuy5VyOpxw,0,4.470207E-1
PKkCtyZQpVEzivSF41ZgIw,0,4.866517E-1
B9JGlCZ6XkKPXXhTaYwAlA,1,9.993265E-1
p2g2v5Fo-WX9tcuCs5PjDw,1,9.973759E-1
XH2CNWlLU2HXROsT5NkCmA,1,5.119987E-1
-_fDmhClugYdfy19qcNQpw,0,4.866517E-1
EN9_LsFpY44Hkzcnu0jfIg,1,9.993265E-1
_f6jjUliJY8IVrgkcgG_zw,1,9.987204E-1
euYzPWTvH9w9KC4wzhzGkQ,1,9.993265E-1
D-PPbfPcCNyKs7w0J4tMvQ,1,5.119987E-1
_eWN3zih_cnY0fiLWva9EA,1,9.973759E-1
xeJP91WQEqQlW7dV38K2ZA,1,5.119987E-1
-edCxB-9khQrBsqXNcBg1A,0,4.643534E-2
OWALknbRruLyO8KFPATf_Q,1,9.979349E-1
Fj5RosdsJV24ZT8S6X-nNQ,0,4.470207E-1
6t22uVBh30DFT88rQ5e95A,0,4.470207E-1
ujp85itdKDVskfVijsZgGA,1,5.119987E-1
rtucksGJ2MebjJ0PqjIPaw,1,5.119987E-1
LrFnMmjirO9jtyo0tTdfVg,0,4.866517E-1
SyEJPitYvvjrnnSXOzGcDA,0,2.084125E-1
J9kON4T_XtDPDk6jRoR5xA,1,5.119987E-1
i4cyV13lYIS4mcJKZW75cA,0,4.866517E-1
K_gq_5HLN3bDIZlFgnrRsA,0,4.470207E-1
yYb0d4LHFgH65KZeKuxwpQ,1,9.979349E-1
bTYUKs5ChOafHL2fNYzG7g,0,4.866517E-1
431U5dEbFQsp0esrYhdGfg,0,4.470207E-1
Ex_qolTE5syJ8so0NscfGw,0,4.866517E-1
yuXmo3XGH_G-wY7g3gpeAg,0,4.866517E-1
CWJFr6vB_KXqaEg4iEW0zw,1,9.979349E-1
zPK48x2wvTmJTQ_13bbeRQ,1,9.979349E-1
Mj4o7xAFTVm_uXTF3cZPAw,0,4.470207E-1
AbfZkSRMtiHE3naWrN-0Eg,0,4.866517E-1
gxEYxWqKVhs8xBw9Lvd7hA,0,4.866517E-1
b7uTP_afs5Gkf66K7yDl-w,1,9.987204E-1
XjPfgkSP-RDEkq_ox8fE3A,1,9.993265E-1
vPbJRg5umcRMELTDsJik_A,0,4.470207E-1
zPMSuQJRpXi11G_Tqv1LJQ,1,9.973759E-1
y2M_wf_XnhMIFFJaeiMj5g,0,4.866517E-1
itpneDeppuRBH20x1XUlvw,0,2.084125E-1
Ckz_1t4nUoFf2Yw-uuK4jQ,1,5.119987E-1
tp0rIpu4IWnatFZHycozCg,1,9.987204E-1
pjbMNd88LRNxvrwaO8kEhQ,0,4.470207E-1
k_vsZU3Ba-fX0oXC-iO-GQ,1,9.987204E-1
7CVwzVYgNndEgWrFnVoQBA,0,4.470207E-1
F2KRHRtnIAZJezs9UC2u6w,0,4.866517E-1
RQic4NVDNhCwJRCK-Rgp0w,0,4.470207E-1
guNzdN2oPUYex1Am-VEnyw,0,4.643534E-2
z6HMM_cSraJFkQFvSjWGDA,1,9.979349E-1
4W26jwklGZblk6ZEyedyIQ,0,2.084125E-1
2lJbbTUnkfdUIaeii7mx4Q,0,2.084125E-1
jY24wzoHi-DSHYSybWao7w,0,4.866517E-1
5ccJFGa6crpptt9tW0YKAA,0,4.643534E-2
eUFzb1iKTBlc-ScxSW6NCw,1,9.993265E-1
d74O9YD3anZwYmanGzRmJA,0,4.470207E-1
uPqLa_H1tr3QTwJNPoVqYQ,0,2.084125E-1
JDv_pfBjuaU3BR7GC6GxRQ,0,4.470207E-1
k34VgKhpuIRPEr8vKSMwjA,1,9.979349E-1
UyBbMNIM7zA3fh6lEnLiZQ,0,2.084125E-1
FHLt23PczkrSKCnAFphC7g,0,4.470207E-1
83ZJrizS8F7HuvExtqCpNQ,1,9.979349E-1
b2d8CP6sKQotFjzZX0Thtw,1,9.979349E-1
PUwrkoUztUYs4VdHlK9qBg,0,4.866517E-1
ziwipi8JK_ik4mLaw1fTGw,0,4.470207E-1
3DmJv5rHFNyQykaUiXBOvA,0,4.470207E-1
h4co9O0SLuvhTtr_Cs9IIQ,0,2.084125E-1
K6JvBpyRN3JguAoRkiIhiQ,1,9.989933E-1
KUW8hx5kinOT_XJj3ttCDQ,0,4.866517E-1
_C2cZ2EvptUbC16kRsUzUQ,0,4.470207E-1
cHgg1xqEpabBYF8D9DMZxQ,0,4.470207E-1
2rSmA4IK51QAQj60YGvjnw,1,9.987204E-1
rk8V5c1Wr5gVLKOaY0g4VQ,0,4.470207E-1
6uPtOyrxXV8y1y8pvLU2pA,1,5.119987E-1
PXm4BNjTgWHYClemDAkDjw,1,9.987204E-1
HAKZevk9Qde1qWb4INzFHQ,0,2.084125E-1
yvdaxotCYEt9HNt7GbERJw,0,4.470207E-1
T6Tmg7kL4Txx3e7wDUTvsA,0,2.084125E-1
XF9MChLaOvtaFV-bReLBqQ,0,4.643534E-2
7yi9uA-LmrGpG6OOuK2byg,1,9.979349E-1
Gvg0ZLMsyZkLWHhT6uJs7w,0,4.866517E-1
PgiqzwIfcV2eruGmNx77lw,0,4.470207E-1
-lDxXHNUNrwWUFnvnL_WSQ,0,4.470207E-1
h3yz3w8ke1jIaGnqGln93A,0,4.470207E-1
5FbVGhTO8U4wh0AATsN9tA,1,9.979349E-1
dP6SmZ5E5Nj64-3zZMjGSg,0,4.866517E-1
Vd2lWwWkJTN5317-sCiDTg,1,6.533592E-1
LpfsAZ7mBmK1om17S477zA,1,9.979349E-1
gNS0joGKALsNXFqKmZuurg,1,5.119987E-1
_3-d9GcVU7NvQvmUWaRZUQ,0,2.084125E-1
Iclgb48aGzcuJTNbqUN4pQ,0,3.509281E-1
us_ZsxNnzKKsYDF7fwQLFQ,0,2.084125E-1
YhRpHM2Pu8aYfuLFz4mLVw,0,2.084125E-1
-uuzJXVirnQlxHqeuqKY2Q,0,3.509281E-1
bVEvRibOk3dukWJ8TiU7GQ,0,4.470207E-1
e-6UcplEErq2Hj14-eiM6Q,0,2.084125E-1
PBh9J_5HF8dtg2MTTUqVnw,0,4.470207E-1
m5XY2noC-5hoG9kRV-aOGw,0,4.470207E-1
PsLtQksvoTiFkkz3b8qD6Q,1,9.974894E-1
LqL-SEhj2m19dWBz0q-vqA,0,2.084125E-1
wo7-TKh4B37RTBjPNtkp7w,0,4.470207E-1
k4Aoi0jXt6S3W_lxCYO9Qg,0,4.866517E-1
f1GV69Ya6hJWUIUeZuEQlQ,0,2.084125E-1
TUpKY3rsYnrYHkbuD46bxg,0,4.470207E-1
j9LAlbSiqGlvfAOt8LRRzQ,0,2.390691E-2
4cP9IJekfdFmx8vpMVoY9Q,0,2.084125E-1
S5VN-lFmTdI5VVQ0qFyfCQ,0,2.084125E-1
OyUqDYNctt81gsNLvfHp5A,0,3.509281E-1
ifF_11thSAez-EK9K3ezmg,1,9.979349E-1
XwB2qg5lN1oX2_ccyO515g,0,2.639116E-2
Ms6jgxyr0uW_aPbJoz_1Yw,0,4.866517E-1
kynvkhlwmp8ljrSB9x-y9w,0,4.470207E-1
0kKYP-_ScvaHi0LUqg-iBA,1,9.974894E-1
wBDwFCpRQTwhP3QbGe3a5g,0,2.084125E-1
gNFgZSfndMAjK0ClvQ5Q2A,0,2.084125E-1
QGldR7s9_qV_35iGtkcNyA,1,5.119987E-1
xP717Q952O4BdPThiS3Maw,1,6.533592E-1
6KQ-jlXjOgb_uVeZxgimqQ,0,2.084125E-1
J4x8WRUAoG7HKiGMjFGPvQ,1,9.989933E-1
7EN0whg4naKEBbRT-PRipA,0,2.390691E-2
-blfi-MkfH1KxX9KrO59jw,0,2.084125E-1
YE2FPm9o32ojTG2_1pJBYw,1,9.803029E-1
E5lSdPAJhDY4xa-KTFs5og,0,2.390691E-2
TxaxeiUqQqcFrWrerNqgXw,0,2.045822E-2
_PJ_XVxkiStr04GkpWXSVA,0,4.470207E-1
GXLGoW56JMm1lQf6Lnc15w,0,2.639116E-2
k_y6o8zqI3cODdKABwWZ9g,1,9.510881E-1
NLHHXy87krCnRGXkeLhmsw,1,9.974894E-1
PlCbEPF3aYLmc_EaYcYcNA,1,5.119987E-1
UJtUaOXnwtQA1rb-4BHsCg,0,4.470207E-1
yVDNPV0Yf3vQAsXTJett1g,0,4.866517E-1
bSjZAKhDcEROZHHPiTuh1w,0,2.084125E-1
gqUR7hd3NsxOD_JrD-iFfQ,1,9.980242E-1
9pMa0AdU1yvs8IiUNsDlhA,0,2.084125E-1
jkd9CqvEuIJ_GM0i-lThKw,1,9.987204E-1
JbAdL2vOd-8O_Xa2wRktug,0,2.084125E-1
UFeM5FPHjl1y8RQ4tvBSog,0,2.639116E-2
pNyUHyOeYGdRAatIhfNr-A,0,2.390691E-2
eTEbLjRuIdXcMJLVMlaSBA,0,4.470207E-1
ikVDSp8YhAYuy0Lua1hpDA,1,9.987204E-1
4NZBfIjaeXW6yejbKm3BnQ,0,4.470207E-1
kgkjgqFn1kRw5qEY0FMiBQ,0,4.866517E-1
AL2IGLkQ72b_ykGInqaJPg,0,2.084125E-1
eNZ4VK4G9z5LPdG756pixw,0,2.084125E-1
rLu0Kbs0fCycSDzeDM2U_g,0,4.470207E-1
yZBCm0u43u_eYoTBX3ro-w,0,2.084125E-1
ZF-pkWLcWEK3K3DXssFj8g,0,2.084125E-1
1QXTYR312XXgUExNmTEWuA,0,4.866517E-1
LhBZsjkb6aKdLIq9w9_J2w,0,4.866517E-1
Dj_ItL2pHLlOAUZ2oQBS8w,0,3.509281E-1
hZPnCn69y31pkqy334tviQ,0,2.639116E-2
Z263fPuSX3B3xNE7izgirw,1,9.974894E-1
O2jCWIOWb-IhyZGZLTNNoA,0,2.084125E-1
BbODF2tZuw4xW_RFwMzwRg,0,3.509281E-1
FCgFnEEdv8xeMGgQyvvtzg,0,4.470207E-1
PjyabBQn9QlHlEpealvi2w,0,2.084125E-1
2DlAPX4KBG8e7veOWYR6DQ,0,2.084125E-1
mbistxggGb_YbNCNwAW1AQ,0,2.390691E-2
EV2grf7NhNHQTmBXfu1-NA,1,9.989933E-1
LaBJkwwC1lrYtooJQkvh-A,1,9.979349E-1
eN7MYNtDzaMzk4WptrVw3A,1,9.979349E-1
ImXLOVTNw33uBn_x3sp1pg,0,2.084125E-1
kQWAx-Otx-sw6eakRSAGow,0,2.390691E-2
fEiqFzk4Z-kbdzHIeu_tjA,0,2.639116E-2
bWENqo52d9fFPH9D-CWuqQ,0,2.390691E-2
RuOFTFVTEuYSswAlzjxvwQ,0,2.084125E-1
YmEzlR2HHd2qDq3h6RxUtw,0,2.084125E-1
-L_ArHSBcNlG5r0djuQ9Dw,1,9.989933E-1
rHA9M0XOJL6O11xaEiDurA,0,2.390691E-2
31yEM_YcyAqG6an7attTlg,0,2.084125E-1
laaStiCIKrjgXvAFy3LYHg,0,2.084125E-1
etnDT8OVTPJGz4MRhoPDNw,0,2.639116E-2
2UAvRLaWMc8lYE4FZSPhrA,1,9.974894E-1
ubgtTdmGn9E-sfoaYCX5UQ,0,2.084125E-1
hQ1WItXONlYKd3yzDUPBYQ,0,4.470207E-1
E_V_pCjtbvdniE8ECOMg3Q,1,9.979349E-1
d6i6sGHtPmyUkHze5S1lIQ,1,9.973759E-1
K4PwN0B4Rdl6Ft9Ggn4BCg,0,2.084125E-1
dBpttLTwkOT3HtFZ-u9vgQ,0,2.084125E-1
SSvIOFoNkq3ARqWo5PbYwg,0,2.084125E-1
FEPObR6IYWOFapJDwFhGTA,1,9.989933E-1
hBbAmEYXM4L03AU9Vt_p9g,0,2.084125E-1
QgTR7mA2kd82KVrIJNuJ3A,0,2.045822E-2
2PY9Fty_6QRpnZGIxo34eQ,0,4.470207E-1
TLfJHjspbrMGmBZ02J6yig,0,2.084125E-1
BAKjtydOJj6KrsGCo-6DEQ,1,9.987204E-1
1nE1Kh1NgbtfRKh5byGQkw,0,2.084125E-1
a52GUjv7jYD3Baa0Ltbytw,0,2.084125E-1
Rta-_ALLo7g9xTUi23pmRw,1,6.533592E-1
ATqzYWJLxhNlaXGjmHGNZQ,0,2.390691E-2
wkqE-uCft5yU1QMwZyrvsA,0,4.470207E-1
E2qpRYXvqPWklaSOvdnO4A,0,2.084125E-1
zBW83MXi_r2YQmTkwwbwFQ,1,9.989933E-1
q10nv00HN13cqaFDfj-RvQ,0,2.084125E-1
Sqp7ukA0qpGcqWbDgMSOCA,0,2.084125E-1
K4G4TnuWy9Br9u2sA4-zWA,0,2.084125E-1
4HvBAmpVXUwW5BucwMR13Q,0,2.084125E-1
EgBPFtixZK9VhRtFsobDxg,1,9.980242E-1
i6RhqnCJ_oUfTu5LikGXUg,1,9.744892E-1
XNZXyahRs1-GOx-71LET1w,1,9.989933E-1
7qvHljqtI4UZEXwpPp3Yug,0,2.639116E-2
y8Z9Tos6qtDVd0X0QVm70g,0,2.045822E-2
yyIw_wlW41BjrV2mJeN9bA,1,9.980242E-1
9BKRqcbYtVfQlSZjQGO5HQ,0,2.084125E-1
JjSrwEPSCKABNqbpWArKWg,0,4.470207E-1
yVUTb3dFJk2PXe9lsr3d-Q,0,4.470207E-1
a93NwZxjkPQydJxR42oPyg,0,3.509281E-1
xDOwMgEWuoC19_IEQR-YmA,0,4.470207E-1
__r8_g1cgDaiDn10cGeJ3Q,0,2.045822E-2
zdX9mwhoknXXYL1GCstnow,1,9.989933E-1
iygZyb8glwWAV897IVTvwQ,0,2.084125E-1
wtHvdNN_-O8D8t_04eyuPA,0,2.045822E-2
-bBJi79fbtWRzcs_rsU6ag,0,2.158213E-1
o9-x3CaEKn_QGxUjj4yowg,0,2.084125E-1
Qzwu6Ggsoj94l29z1rBPWw,0,2.084125E-1
R3ew2CyI2DHfsn1g5p7bTA,0,4.470207E-1
5z1CFWRQYu38S6UMIckT9Q,0,4.470207E-1
WSLLDIbBDgIuG5MlV5eOCw,0,3.509281E-1
PQSrlPW8BGZr8AsgCxVcWQ,1,9.989933E-1
A4kQPQ1MZ_rZ8gEITVrUnA,0,3.509281E-1
YsDS48NcoyNEnXJGUiTNaQ,0,2.084125E-1
l5C_XHvTZihVzPKgclRZqg,0,2.045822E-2
9_R4c2O4EXqxaTaEHv8FoA,0,2.084125E-1
Og0obs4GOlVlfJalWY2hbA,0,3.509281E-1
_fZQDgmasvWBtCTj9583lg,1,9.989933E-1
A-lyq8aHJW71KiExULLC2A,0,6.756266E-3
y69Z-h-iEZOSsfl3hbWVJA,0,2.084125E-1
MnjB_RIJG0sDTk7dGggA4w,1,9.989933E-1
P4SrOAYsuJ8iX7cHyewGyQ,0,2.084125E-1
a-hVnSTC12MY5L3t9yOSJw,0,2.084125E-1
wfkHwMHUxzmN4YjBbjSd9A,0,2.084125E-1
4YbhYETkSq2FpDtXRyzBEA,0,2.084125E-1
Wezt_3dALzHmfXjHOPG4GQ,0,2.084125E-1
xkYzEUPO6sR8bq5vWZSlpQ,0,4.470207E-1
_O3q6PSXNoPapUar-RVXPw,0,3.509281E-1
L6fT2SWSRlwBEc3jWqV2Ig,0,3.509281E-1
cL1xI34MuSkAwKQWiv6ccw,0,3.509281E-1
4NCvsUR3cKLaPgIZJK622w,1,9.989933E-1
zP0-toOSIjp7RvxQF2bxTg,0,2.084125E-1
gcbznFthZ-elsQrYYXrcXQ,0,6.756266E-3
essVcYQ__u-hVR5Y0eAfSQ,0,2.084125E-1
QFjyGK3DtTGJ9-g8E7ofCw,0,3.509281E-1
e1r5NNXmsCX7XGhJYzZtJA,0,2.084125E-1
FxctOIibIGnjhHDlrNyyOA,0,2.084125E-1
AocrQdF6uHOIgoYvJ4Db8g,0,2.084125E-1
PMJYj53-Nb7V1TvYcBSxjw,0,2.084125E-1
T25Z2dO7-hp89dDNgnMJQw,0,3.509281E-1
I80-WqcToTJ6VdXoRq6DYA,0,4.470207E-1
er5IdZdfNkYsSigugyYvsw,0,3.509281E-1
nx4sK_yXLpHL1d3iKT7z3Q,0,3.509281E-1
yl49QxoU_RDHR6wQy-j34Q,0,3.509281E-1
D9VF9WYfGAGZwo62yeFB9Q,0,3.509281E-1
pl2YasX89E2kzCzTqoO3Bw,0,2.084125E-1
J8DcCIyjmwky9J3RdLQhJg,0,2.084125E-1
71Fo7l2j_-bJHoWbq9t2Nw,0,3.509281E-1
sb4AmNQbSwoMgs0eYBbEXQ,0,4.866517E-1
DyflzWDsMKCXyFZibO-6fw,1,9.980242E-1
yb_o__uWnKI2k_i9h3oESw,1,9.980242E-1
pok45lXRIUBfvNxqd0-gjA,0,3.509281E-1
6Tz14_X7MCFKl0LK-65fnQ,0,3.509281E-1
xsU6Gs5m89_u2d7G75s4dw,1,9.990176E-1
Bu_tZ7DxR12e7KULo180lg,0,3.509281E-1
QDzHD0CQerW_awH_dC4IEA,1,9.980242E-1
oEyVPOn4fWzji74e6WlfPQ,0,3.509281E-1
4jRVqVqkCNFwV8xxh2Jo3Q,0,2.084125E-1
g2ymxufzvleJnTj3WGMmnw,0,3.509281E-1
woylrqH13UJgLHtZx49eIA,0,2.158213E-1
RcSeo18eVUXyaDUvDTSxcg,1,9.980242E-1
SbDFRevMMi_6o-6-mzWMxg,0,3.509281E-1
yVI01P3ApyLlkqtOfgki7A,0,2.084125E-1
EmnooPyjNMCjaYJ9uyxz3w,0,3.509281E-1
vB8PCMD_CK7A02e7e_WANg,0,3.509281E-1
nWBqLQRIFyDRqdzPpRcXgQ,0,3.509281E-1
pnhnrLOs2WN7wpvxmjSm1w,1,5.119987E-1
nrsWSUJdNtOhV2UzPi-oOQ,0,2.084125E-1
F5T1HMAb5iRBFrIOcz7e3w,0,6.756266E-3
hUtNR4grA0l1a1YeDb1kjQ,0,2.639116E-2
hayvcF_cFMSYa1Ha7PWbVw,0,2.084125E-1
fnylA1RJhFui3gt8RXlznw,1,9.803029E-1
96D85AGxI37JNnveZbC6CA,1,9.994256E-1
FMDglMusiejQeRC08mWljQ,0,3.509281E-1
EL6Qg5LzrfhDFnF7MUfGLA,0,2.390691E-2
VKVKKCxE9aU6rgfGEkD0_A,1,9.989933E-1
uR-MqserQgPRQK3aiP6WyQ,1,5.119987E-1
6jQeghOsz01An_5Pa_NafQ,0,2.084125E-1
iktFUkKDa7B7e10Lk80amw,0,3.509281E-1
iieHiReZ8XDDEy5qtukuVw,1,9.989933E-1
vWSZB3lRQX4UAHbTjBILbg,0,2.084125E-1
