Cuisine,ReviewCount,Rating,RestaurantID,bestAnswer,score
indpak,53,4,3rQYiiLz1g29D4qHJEUq4A,1,0.9990296
indpak,162,2.5,ZkpKRf_AenlKegg2-NSA3g,0,0.02537508
indpak,109,3.5,fu5f6biOPsvgKYEfPfSZEQ,1,0.5019248
indpak,37,3.5,RRg3P3NsYzutXn5M6mluxw,0,0.336363
indpak,46,4.5,bgKGT3osx4KNjrdva4lYpQ,1,0.9986352
indpak,86,3.5,4Kv4EVmrQ8TdlSD7MW0wHg,1,0.5019248
indpak,55,4,dZENEWBMFMIbqIBGtlUwsQ,1,0.9990296
indpak,28,4,llzZ19xTIrueN5XBZi4zWg,1,0.998741
indpak,34,4,dOQjniOt57mI9l9CmrCSJQ,1,0.998741
indpak,63,3.5,s9K99sWiITSfmq8VShUFVw,0,0.3593619
indpak,73,3.5,-mQG7oEHSAMr9dBDrrqI2g,0,0.3593619
indpak,200,3,I8X2NYRYHdWrGrxIHZFJ5A,1,0.8923141
indpak,314,3.5,P5mFtOSiQmplOj0yVP13PQ,1,0.8923141
indpak,336,3.5,oSMFe-10TyH40NIXG0Zahw,1,0.8923141
indpak,98,3,nBoOm-TAhRvbcDkHfKOwGg,1,0.5019248
indpak,36,4.5,OCBvpZwdnTh5rL9vtCkwhw,1,0.9986352
indpak,55,3.5,l_Td-NFRIdxu7m6pgJUqhQ,0,0.3593619
indpak,75,3,sEShqxRbZuWqjXEVCGMK9g,0,0.3593619
indpak,82,3.5,f26O6kd8FCWoCXfQUNWJ2g,0,0.3593619
indpak,66,3.5,iSiOfm9CdUhbS0eDHPHUNA,0,0.3593619
indpak,42,4,5lB2jlIeaEE-xoQ7fKygSw,1,0.9989262
indpak,108,3,NL8nsC9VzhQIAs5yfC2cVQ,1,0.5019248
indpak,41,4,kl8Lw7RD7cSeX55Ad5ab7Q,1,0.9989262
indpak,165,3.5,DTxsUnrcAQO-OXwwypPZjQ,1,0.5019248
indpak,187,3.5,CN-ZjeSCht_lOcEsuVSfgA,1,0.8923141
indpak,251,3.5,5iKAeJ8RVrNGRUNy-355jQ,1,0.8923141
indpak,159,3,yC-GsIbqeQnoVd9LYiOabQ,1,0.5019248
indpak,75,3,ml3ASw5_B5XLnd9kE8xx3g,0,0.3593619
indpak,172,2.5,x31Xmdw1ekbG-TdD8hT0_w,0,0.176334
indpak,30,3.5,iU0McmYWdsnD-NKRUZXhQQ,0,0.3017761
indpak,52,3.5,0_ONgLkWOmGnjhCecpZPYQ,0,0.3593619
indpak,42,3.5,KtYEMI-_zy5hoZTBd3i3Tw,0,0.336363
indpak,422,4,RdETxi25tbocKIcMiW5TxQ,1,0.9995358
indpak,446,4,yKQZqmCbk3EkGC5ajHgEGg,1,0.9995358
indpak,469,3.5,DOdbSGm9ULZlVz-1-Jjhmg,1,0.5398324
indpak,222,4,V2A9Leycc5_FEpgQC34i7Q,1,0.9999343
indpak,274,4,_nScWpFX3M1K7s30hFEsRw,1,0.9999343
indpak,460,4,HsEmXckXmsRAAEVDFCGYYg,1,0.9995358
indpak,281,4,zSCp9pjEQ_M3LBuPRDo-Bg,1,0.9999343
indpak,438,4,zVLG_O3AQnvQ53PSJ5mTMA,1,0.9995358
indpak,156,4.5,yV7brOiTLS3Lmwws8e3nXA,1,0.9993131
indpak,188,4.5,N7pDKAFOR1F_oCVH_Fc7Wg,1,0.9999164
indpak,482,3.5,nd0uXNXaeaDMuMk4C1GusA,1,0.5398324
indpak,388,4,7USPKYeaAfxl0Ch9j_1l7A,1,0.9999343
indpak,424,3.5,jG3XHl8Bkw5KEwAI93ciVw,1,0.5398324
indpak,292,4,k1XZsff99d2JyX_jLwCaAA,1,0.9999343
indpak,334,4,Y2I946V78wOdwaUD9chmqg,1,0.9999343
indpak,478,3.5,EPHhPGDFvnq2ARTBxAikuw,1,0.5398324
indpak,125,4.5,L9n68f-cdk7RMQvRJvC6bA,1,0.9993131
indpak,203,4,2LFYEpREb8A0gr-rQSrnXA,1,0.9999343
indpak,232,4,guwS_mhhUjOT5d8sYfEluQ,1,0.9999343
indpak,205,4,sMoKKcyUslHmHe0NmCYgfg,1,0.9999343
indpak,834,3,1SgiWHlFN5mp5gNLSGx2Ww,1,0.5398324
indpak,267,4,1TLoaB7SXJZo3W5f4OGm8w,1,0.9999343
indpak,312,4,S8a--JIL9yEaU-D1yucI9Q,1,0.9999343
indpak,560,3.5,IpiGGEXxz-5QVJpijXVmmA,1,0.5398324
indpak,116,4.5,8vYGvXF4OyKv2KV0-iIxrA,1,0.9993131
indpak,329,4,7Dm0ramHbk77F4yD115WWg,1,0.9999343
indpak,377,3.5,gWuHmSQ8G5FiKv-rEogwvA,1,0.8923141
indpak,345,3.5,t_tWuzMEsoD9GDgAm_0l7g,1,0.8923141
indpak,228,4,Rr55bXbJcfdm4lIf-1f0Qw,1,0.9999343
indpak,221,4,maXkjUEZGWrKF7BFrrUUXQ,1,0.9999343
indpak,174,4,z2VXX7wGl8XZ6_oo9W3koA,1,0.9999343
indpak,156,4,FXDMFBM-rV2s5MHzA33d2g,1,0.9994596
indpak,136,4,CzcZsX0Mvm5G8LOlKRr0WA,1,0.9994596
indpak,196,4,cJfbydHniqWsGL2VHVDHEg,1,0.9999343
indpak,233,4,lPno4CCubHeWXnPnglp8sQ,1,0.9999343
indpak,310,4,uucP1LoFyamFS0qDwgMXbg,1,0.9999343
indpak,188,4,bgMbt6XbOaAu5VNXr5kCdQ,1,0.9999343
indpak,148,4,_R6EjbrynW_LFnmWoRqgww,1,0.9994596
indpak,289,3.5,uPW_isMEB92IDrX04pLK1g,1,0.8923141
indpak,261,3.5,YM5AbOOg-TjuHJrQmfd0Hw,1,0.8923141
indpak,140,4,1ckkPS7KtGSu_xXXWKcbvQ,1,0.9994596
indpak,145,4.5,15svH3HiVDwHMSIlRYpk6A,1,0.9993131
indpak,398,3.5,jwPAFWZ5B6ctjFqa4_mUSw,1,0.8923141
indpak,144,4,4x4M_p_b8GvLkc4fe00GHA,1,0.9994596
indpak,153,4,MotfuoOFiEmOKOcRCnRhdA,1,0.9994596
indpak,169,4,NhBUzlITbu3rdjm9UEfWsw,1,0.9999343
indpak,147,4,EKY8DwZVWpkgv6IWrepbWg,1,0.9994596
indpak,160,4,9eZrG8nANKuoyGSqdj_gew,1,0.9994596
indpak,88,4.5,jYhbUh1TV7SCfPxjIhVpcg,1,0.9993131
indpak,1152,4.5,sCC7-hSdCkNPExejZT9BAQ,1,0.9994099
indpak,1369,3.5,NgD-6ogFGc_c4z5_Ur4k2g,1,0.5398324
indpak,1025,4.5,lxNU-aBq0yPwBDx-i89ahA,1,0.9994099
indpak,1283,4,BPyt7S9TdcR1u571iacg7g,1,0.9995358
indpak,690,4.5,9pMhRYYgV7E9L7pzECtJKA,1,0.9994099
indpak,449,4.5,tIjQyHOubGeKRnx4wSwOeA,1,0.9994099
indpak,1160,4.5,x0k5kFArHLijdY8-NEQ7Xg,1,0.9994099
indpak,359,4.5,x3NeZ4xToUxVKDoZ32D5tg,1,0.9999164
indpak,726,4,kS2CP48K66yL2TwIhUqy_A,1,0.9995358
indpak,1182,3.5,DZE4ThXa7d0kSXnR3Hb-kg,1,0.5398324
indpak,550,4,HEs6llkn3wIP1ATXeIZQew,1,0.9995358
indpak,317,4.5,ogEtpbCgxv38PyB3ebivqQ,1,0.9999164
indpak,341,4.5,SP4bvMvxel_UPdof_er3HA,1,0.9999164
indpak,349,4.5,PdzL9svqapSqH4o8bF86Pw,1,0.9999164
indpak,353,4.5,1_pK5aQ47atF50oAKHADhA,1,0.9999164
indpak,794,4,kB3QyyhHFVyhGgp35Rnuew,1,0.9995358
indpak,664,4,ZrdTKStTAo2pchslOev1KQ,1,0.9995358
indpak,931,3.5,wQjQHZKH_DxwntbSe1QdxQ,1,0.5398324
indpak,612,4,sCHiXF4mZcsiY8_cBHNiqw,1,0.9995358
indpak,474,4,Va_mnsEvBghHXvc7uZIWJQ,1,0.9995358
indpak,304,4.5,S6r0P0PItA9EYHV1nCiQgg,1,0.9999164
indpak,491,4,7DUPGtHqVZHJ3yIufbWLsg,1,0.9995358
indpak,183,4.5,CO3lm5309asRY7XG5eXNgg,1,0.9999164
indpak,512,4,3uEkZEAp7biQEtt0S7W1Vg,1,0.9995358
indpak,144,5,_7BGw3YFNOTzP1Www3zB7g,1,0.9861493
indpak,235,4.5,pgGT9m03pNI15Ag2pAdY1Q,1,0.9999164
indpak,477,4,V2oWqXcoJkgGeIPOaS9eDA,1,0.9995358
indpak,145,4.5,PEEw2ip9VrmiMBP4b6op_g,1,0.9993131
indpak,769,3.5,5z7OuOWuZRu6byp2XDKbQw,1,0.5398324
indpak,431,4,XUataECnaOfdo4a87NqEFg,1,0.9995358
indpak,609,3.5,Nt7vyXyaxnyXpP4NNgrSvw,1,0.5398324
indpak,530,4,QqrEF8_ZQCGi63cL10J5oA,1,0.9995358
indpak,325,4.5,ZikqL-flwV2XYlKtL2UfmA,1,0.9999164
indpak,400,4,mZALre3ahuetu5X8_uUJew,1,0.9999343
indpak,192,4.5,ZqOxAKVZEZTa4XS4zthp3Q,1,0.9999164
indpak,274,4.5,izRJeBfDQYJmd6ibIQ6Mfg,1,0.9999164
indpak,326,4,dGE1Imqoz1vdHa2cjfvO1w,1,0.9999343
indpak,202,4.5,6NcU2JAznLr9dDHp6GgQyw,1,0.9999164
indpak,485,4,qs5aBgcT2v1BFlW-XqQS0Q,1,0.9995358
indpak,324,4,wm10mMj_41_-l_gRhRH3TA,1,0.9999343
indpak,248,4.5,YDtIHtfvWd4W36wq6UAjoA,1,0.9999164
indpak,591,3.5,bFUVp77ApNkACqXvgiekPQ,1,0.5398324
indpak,456,4,m5Whyz8O8jM4DrE808h71g,1,0.9995358
indpak,328,4,hKKDfUPcDX_c-RCWBMOr1w,1,0.9999343
indpak,505,4,3C6c_zqRz_U2AyeN_7LTsg,1,0.9995358
indpak,253,4,FvnExtQHPfz_crDCBTQ1iQ,1,0.9999343
indpak,267,4,XKy4Cy4uNgO7rxhH4yFJQQ,1,0.9999343
indpak,202,4.5,_z2_1TE_1brlvljiGtJ4mA,1,0.9999164
indpak,233,4.5,AlfkFxfD-cUBGA3Eq3j0Uw,1,0.9999164
indpak,360,4,iXSuNKKUBIrBX7zUerlQDQ,1,0.9999343
indpak,54,4.5,pg2NNr7wQeMo5cJoTYPBRQ,1,0.9987666
indpak,210,3.5,SB4t6vWpxlVQAfCQ3oC1BQ,1,0.8923141
indpak,239,3.5,_2XWB0vPqUqkWdQuXfWi2w,1,0.8923141
indpak,132,3.5,sQ_L8O9WMU4apxSTVa9JKg,1,0.5019248
indpak,123,3.5,sng5ejEyAA22ncDwxdu2lw,1,0.5019248
indpak,127,3.5,til9hZedX5st86EamUudMA,1,0.5019248
indpak,103,3.5,ciIoPi0WqaNyB6xkwRKxzA,1,0.5019248
indpak,128,3.5,o21M4dKM4KQbzGVrlq_3Iw,1,0.5019248
indpak,136,3.5,jb-Fe1cC3ZARF9xyFvJQYQ,1,0.5019248
indpak,404,4,H0tgZ_2Yuayn18ylu2c3XQ,1,0.9999343
indpak,277,4.5,HM7Mz6Hpxts58JJP7qELNQ,1,0.9999164
indpak,218,3.5,aczqK-esIyqhyk7QLqcc1A,1,0.8923141
indpak,82,4,Bft47FX6dorGwlUypMrG2w,1,0.9990296
indpak,93,3.5,G4Y3yF4UfcCNSj0JFQQVDw,1,0.5019248
indpak,184,3.5,B0IXsKwCk21hNQffYPJmHA,1,0.8923141
indpak,198,3.5,dJmC6GmMgX3VLSdaLhcJdg,1,0.8923141
indpak,146,3.5,h0Z2RZBZbiqS-Yw22WyTaQ,1,0.5019248
indpak,41,4.5,GVaTZnN7a-DkrK57l7BbGw,1,0.9986352
indpak,147,3.5,IDEq8v88W58i2QZuNFjl-w,1,0.5019248
indpak,159,3.5,Pv51B3SzP4OqUbJncEeF1g,1,0.5019248
indpak,216,3,WSesw7dMYKmF3XHqD0K0WQ,1,0.8923141
indpak,85,4.5,nQfPwIasXCi8NwNKq65vfw,1,0.9993131
indpak,87,4,XgqIDfU6tKPUdRxRG5uDNw,1,0.9994596
indpak,168,3.5,jzO5HyrTtumHpe-pbUlndQ,1,0.8923141
indpak,144,3.5,OD1CCNpXwUvXB9P6WkTy9A,1,0.5019248
indpak,65,4,IRRhwACUiMaqkBVAZiCzeg,1,0.9990296
indpak,116,4,T1CRoZ-f-hwrjdkBvt7_kg,1,0.9994596
indpak,33,5,HsEK7jGmzI7KP1e0N_6uQw,1,0.9682906
indpak,82,3.5,rML0mPoWQHxG8ifHGuI7pQ,0,0.3593619
indpak,88,4,WkN7pVHWEXpHJrIS1ohXUA,1,0.9994596
indpak,72,4,R7MDZP5G374JA1-kaR2CLw,1,0.9990296
indpak,97,3.5,I2Y3_18dUz0CaSzsx_x7Ag,1,0.5019248
indpak,188,3,qZgRPGUl01ldRuTd6pSOnA,1,0.8923141
indpak,59,4,2-Nuy6YhQcD6GFQHS9EqSw,1,0.9990296
indpak,91,3.5,JCFEtB6jJXbOMJ7_ZUpD3g,1,0.5019248
indpak,265,3,bVyA5z69287U9B9W88hERg,1,0.8923141
indpak,54,4,yje3Sgcq3SnXBmNuybnQEw,1,0.9990296
indpak,261,3,5faOK0osoS-zdEwT21S-Cg,1,0.8923141
indpak,92,3.5,JvV8sTgUX6abRQPzb3hLgg,1,0.5019248
indpak,69,4,QHZxlt8nFqycBrxxizwKmA,1,0.9990296
indpak,88,4,D_xGTuIZqh1g6ie9QybcYw,1,0.9994596
indpak,110,3.5,EgxnURDBkeKXV9rKzHrJLA,1,0.5019248
indpak,90,3.5,hG1H6NRQvWQkr7OeTFqDSw,1,0.5019248
indpak,149,3,Q7wFlNr4OFU0eCJXcOmopg,1,0.5019248
indpak,35,5,yLcJTiE4n_w4sZwSfMZYZA,1,0.9728335
indpak,55,4,BXoW0AUDE7WZJcY-Vhqlbg,1,0.9990296
indpak,91,3.5,AKaO-EaJ8EgUnx5EPZ8N4g,1,0.5019248
indpak,185,3,TTwPVEHeSeyFMLF6cik8Lw,1,0.8923141
indpak,78,4,iGIr7N3UlcidQ0FlPBSK4A,1,0.9990296
indpak,2,1,GgVSxkEzFRyAorxuODA1tQ,0,0.004998155
indpak,1,1,UTsBON3O7wIKWupchuhRug,0,0.004998155
indpak,1,2,z-0XNRNvLK1-UOPLakh4HQ,0,0.00963661
indpak,1,4,MeyBDyi-wxPm9ytY9Npalw,1,0.9985554
indpak,1,4,3vpqJK9Oz515AZR-bFW5Ig,1,0.9985554
indpak,2,3,xc5jT9-87-MOyom3d1DWRQ,0,0.2735832
indpak,4,2,QzPaA7e4O7iabpwr99pmiQ,0,0.00963661
indpak,2,2.5,F3mRjSCTKlA1qj7OiRikiQ,0,0.00963661
indpak,4,2,i9EgpwRQVS8kEcgbyEzOeQ,0,0.00963661
indpak,15,2.5,0dQ0z5qAqg9CmMmbEDs7rg,0,0.003623646
indpak,11,4,9x95RpLEIDRWG2Y9w4qz4Q,1,0.9981187
indpak,8,3,R1hRLBVYITw5aIkLa58xFQ,0,0.2242444
indpak,2,2.5,oUfTF9uBy6MyKiONbgkilw,0,0.00963661
indpak,1,3,pzVUUB9bXZMK8KvRLOoUWg,0,0.2735832
indpak,4,3,WI5kC9Ba8QClXq_mslg07A,0,0.2735832
indpak,2,2.5,shNn0uGXQBD7wEIhbtzeIg,0,0.00963661
indpak,1,3,5YFgQpN3AnlLFG4m5fCvzA,0,0.2735832
indpak,2,3,WYFPMrpRKoBaBPd-yOoiEA,0,0.2735832
indpak,1,3,nNBYKojg6wD3Ov52Et6Omw,0,0.2735832
indpak,1,3,lZRs_xl354EQuL-DqsOM4w,0,0.2735832
indpak,1,2,GYik7iRs1Esz7jkvj4iUZg,0,0.00963661
indpak,4,2,hgoT9kFq-6YtQ1C1z6FK0A,0,0.00963661
indpak,1,2,dgz6m-9WZhahheWVguwfBw,0,0.00963661
indpak,4,5,4SK9aWKC-Qwk-cqS2dWbfw,1,0.9637801
indpak,2,2.5,HN8BQ7DpnLTrEkEPIap3DA,0,0.00963661
indpak,1,4,isvWkHXd6AqpZ_q-Z_iR-g,1,0.9985554
indpak,11,5,DgFso8KK5MYTIYVmOmaYRA,1,0.9533216
indpak,1,3,GsUOi6XcuMRZ4UT_zfuixQ,0,0.2735832
indpak,1,4,trkn76h8vQeB8kCUgHJyuw,1,0.9985554
indpak,6,4,mt4KWnuakQLhJ6NhgbXqVA,1,0.9963109
indpak,3,4,I8rG7zAwNbBOji-R8MYwcQ,1,0.9985554
indpak,1,4,oL3NzwNMn-e02cxGwvsPcw,1,0.9985554
indpak,2,3,_t0sNRN5yfj1nEopg2bwwg,0,0.2735832
indpak,2,2,vHHVrNOhGDCbqzpYgKcUYw,0,0.00963661
indpak,28,3,yndzCcgUIkGhvTyF4va-Eg,0,0.3017761
indpak,45,3,NH7Ws65ZwlmOosiblfGTRw,0,0.336363
indpak,63,3.5,pf_84vrm2-Ir0mVwzK8VNw,0,0.3593619
indpak,156,4,ODpSYoZ8fkaX3UaDzBLhsg,1,0.9994596
indpak,98,3,-PCQyh7uZPBamQYfpI8RBw,1,0.5019248
indpak,22,4,aLnt6DwRxlSm8xD9nuEEmA,1,0.9961443
indpak,12,4.5,y_bDXn5PffeXZLXM4ZpvzQ,1,0.9976094
indpak,93,3,u_j2PopX_tFfQvrlerjmmA,1,0.5019248
indpak,15,4,LaBJkwwC1lrYtooJQkvh-A,1,0.9961443
indpak,135,3,2KCyOxOM5J9glFSpmLqb9Q,1,0.5019248
indpak,22,3,52tGj_mESixieiWsp4_pOw,0,0.1233956
indpak,90,3,Rta-_ALLo7g9xTUi23pmRw,1,0.5019248
indpak,14,4,beILZHnGvC98CO59aOmo1w,1,0.9961443
indpak,36,3.5,CPBVjdezPyeBTxW1q6R1Zg,0,0.336363
indpak,47,3.5,EXFJUuKdtnf4eV1IF1drWQ,0,0.336363
indpak,14,3.5,pKnqJZpCX3xYIURHOnWuig,0,0.1233956
indpak,98,3,WbCZW0OBcakQ9oxsLsw8vg,1,0.5019248
indpak,16,3,AtPhAHLLdmro_p6FP61qtw,0,0.1233956
indpak,10,3.5,RFiR-vXB46apdqHYr4S57w,0,0.2242444
indpak,7,4,BYIfW55zHJNKzTvMv6hAZA,1,0.9963109
indpak,31,3.5,SxpRklyvo-VHZwzO2IrpXQ,0,0.3017761
indpak,85,3.5,ATrDmKiZ-YrAcG3hR7LLgg,1,0.5019248
indpak,5,5,8xIoNFPmYPz94xBioimvQQ,1,0.912252
indpak,5,5,kNzjRlXzL5XJInDqNwfMgA,1,0.912252
indpak,18,3.5,JuP4192zOiVFyPXPuc8EtQ,0,0.1233956
indpak,21,3,VNmSye6SGkwtSijlPnV5YA,0,0.1233956
indpak,5,4.5,Yf4SjE9tfd1ASaT3xtwYzQ,1,0.9953145
indpak,12,3,PwK_4LPh7yQ2VcIGKNKLNw,0,0.2242444
indpak,66,2.5,3RuiiqUg8C3HZ-RuvlqtBg,0,0.01428554
indpak,108,2.5,9tjTiVC2HepvHwEPdc677g,0,0.02537508
indpak,23,2.5,XtRF6hvdB1kxQ7cntqjOqQ,0,0.003623646
indpak,10,3.5,S3dtt6qNyYfdF-I4rZTbXw,0,0.2242444
indpak,11,3.5,35bJdPviyOHhiFHOFStN4Q,0,0.2242444
indpak,31,3.5,ujKLiI39ie5K_iB-TLaFMg,0,0.3017761
indpak,75,3,KeVQTRyG41doVE3YVsV7Pw,0,0.3593619
indpak,18,2.5,-K9aoYpCy5_99gojar4nWg,0,0.003623646
indpak,81,2.5,__XmiV4VwrbVDVHrRzn3oQ,0,0.01428554
indpak,28,3.5,yqKzYJHASzNlytsMUmyAsw,0,0.3017761
indpak,107,2.5,_lixxjh89aMAcEhyvQDIiQ,0,0.02537508
indpak,8,3.5,iPfHMcyE49cxJhoPL9KRzg,0,0.2242444
indpak,10,3,MVNhVKCIqWXUyhwqWMOnYg,0,0.2242444
indpak,102,4,4zvurFltnSNVGTDFxjNyjw,1,0.9994596
indpak,36,3.5,9JsPac_weBYz-SFMo5dzqQ,0,0.336363
indpak,69,3,_ztYFP1H6uJmR-9cVLDU5w,0,0.3593619
indpak,20,4.5,3dZsX3mqbVsLEXPwMYKPsw,1,0.9951031
indpak,42,3.5,vhzkJobCGQ9cA93k19gbkQ,0,0.336363
indpak,54,3.5,Rk6TXh7nINbzJoGtI2C5cA,0,0.3593619
indpak,140,4,O5MN8tijDGzJS8uin9zQ2Q,1,0.9994596
indpak,12,4.5,NDxfIV_QMyXaj4Oa4azXTg,1,0.9976094
indpak,156,4,9y6UQ2GYKe08-WF_1jTX0A,1,0.9994596
indpak,23,4,XYusVoJKFBU_-LIGYlkZeQ,1,0.9961443
indpak,21,5,HVWlYTXsR9Vx9ZoxJQa2zg,1,0.9086376
indpak,66,3.5,7hgygLzjMf3YQE6oL1E3Aw,0,0.3593619
indpak,10,4.5,KDr72efaFAcQXccdA4yoaw,1,0.9976094
indpak,24,4,7-mcmUETyMifs3rbpvCObA,1,0.998741
indpak,30,3.5,Fj5RosdsJV24ZT8S6X-nNQ,0,0.3017761
indpak,36,3.5,fmH4YbvpYdcpaaYOL1g7wg,0,0.336363
indpak,139,3.5,w5OkGoc_gcA3EA399aV1Jg,1,0.5019248
indpak,68,3,XNJgKHavBZm47RpudtAn3A,0,0.3593619
indpak,19,4,fNxI--522GxiStC-J3SnTw,1,0.9961443
indpak,149,3,pySuU21NBcNpM0mr3_bggg,1,0.5019248
indpak,64,3,jQD0E2iEhPmNqkEs-3QUwQ,0,0.3593619
indpak,18,4,VvIzNbkl4PDPzutZdxWCJw,1,0.9961443
indpak,39,3.5,LQvI-JYji1jO5wySb8KZiw,0,0.336363
indpak,12,4.5,-GkhPQ0AVLoIAzPGfQ_SaA,1,0.9976094
indpak,36,3.5,AZXVhEWU2FAqI40b0ZvzfQ,0,0.336363
indpak,193,3.5,yVvx0wKmBplFlMd9z10Ytw,1,0.8923141
indpak,25,3.5,VakC43fJQAT5c6f3rqPlOw,0,0.3017761
indpak,68,4,RxlN-Q5U1J3LpK69VV9Xyw,1,0.9990296
indpak,95,3.5,lTKwlr9_vWjNDPbt4I7bog,1,0.5019248
indpak,37,3.5,o5_roJB43PNm0PhhJ-0mXQ,0,0.336363
indpak,13,4,hswirO2tzhjdopGrjEE3xg,1,0.9981187
indpak,52,3,zy5MD9rhrPaZkCM1d1vmrg,0,0.3593619
indpak,17,4,IZGmct19s3P8oZsHD8M62A,1,0.9961443
indpak,133,3.5,idPuFfnCBOTckYzVaYpfBA,1,0.5019248
indpak,16,3.5,VLQrI-Qua7Ok02fAAuwvAA,0,0.1233956
indpak,32,3.5,ZrhOYpCBzHYxM6jPQLNerQ,0,0.3017761
indpak,19,4.5,z5z6_y69b_ufy73GZUt7Tg,1,0.9951031
indpak,123,3,VMSO12sjs6W415PSogC7PA,1,0.5019248
indpak,44,4.5,yPWE_stCrD48WZ-xaxfz_A,1,0.9986352
indpak,39,3,IPObt34MFs_Icr83NE7RFQ,0,0.336363
indpak,12,4,PPhUz-roOHiIp9vA0rEoIA,1,0.9981187
indpak,9,4.5,pv_9QjRf45GRd3pMeKmmKw,1,0.9976094
indpak,24,4,uqBBk5o9McSEYQ88CG6yHg,1,0.998741
indpak,35,3,vnf1WSV7dTmOeOkIJ46hiw,0,0.336363
indpak,25,4,gHw2LnjgqyJclvlOjISv6g,1,0.998741
indpak,38,3,3_pn5nxp9NuGv7tJ61Mslw,0,0.336363
indpak,55,3,nydvJwzkth8lumyqKmCdnQ,0,0.3593619
indpak,24,4,gMgnrr8dJzJJLVH1IbFUZw,1,0.998741
indpak,81,3,MAjVFhRwxbOsMHLkObzh4Q,0,0.3593619
indpak,35,3,PeLeSgbctqoS_L6g_cvjUw,0,0.336363
indpak,20,3.5,vS5WZNErrgWvHtiO3CTmqA,0,0.1233956
indpak,18,4,-MXQI-AjTJViEekzs_5_8A,1,0.9961443
indpak,24,3.5,SJ6gBwqF219nV6dAZBt93Q,0,0.3017761
indpak,26,3,JFGHmvKmzW_TP6NjdvoWow,0,0.3017761
indpak,5,4,PF9sOfpRWjQGviligM-lww,1,0.9963109
indpak,19,2,XcurvEBQwi0g8Tm72uABlw,0,0.003623646
indpak,4,3.5,vksCRTDJO6ZrM_JFRxnG9w,0,0.2735832
indpak,4,3.5,oWmHgBlcY9yNgjUo7mNX4Q,0,0.2735832
indpak,3,4.5,32nkcoqPk0c1BYuka2enqw,1,0.9981641
indpak,18,2,8mNN98-kejLAJLR9p7_mvQ,0,0.003623646
indpak,13,2.5,_oB3M47mlg3dJGKKIYkRIA,0,0.007412957
indpak,8,2.5,sUVRmTS3gwZtdDbjA5TPpA,0,0.007412957
indpak,5,3,eVZGBIWAmQxiTwVYA0pjWA,0,0.1282719
indpak,1,5,-D-ye8DU5KndJ7mqBpKU1g,1,0.9637801
indpak,1,5,QEudjEGzNalNUN2V2dZVJA,1,0.9637801
indpak,2,3,8wYaKJvVrRUaOwqVrVw-jQ,0,0.2735832
indpak,3,3.5,M1VHR29gMNs3EavDXdE_PA,0,0.2735832
indpak,1,5,5W2j5LFdJoWDOj2efIljUA,1,0.9637801
indpak,4,4,iy1AZhDzBejmG8Uydo7SoA,1,0.9985554
indpak,1,5,K7u5sEQW1LcIJxjpUS1STg,1,0.9637801
indpak,5,3,HDmk_Rhk8iZM5ULL70QsPA,0,0.1282719
indpak,5,5,phEamT8HRnu-RFFoCbJ5Bg,1,0.912252
indpak,3,4,3Y-beEWD9prfpSZXrQjMPg,1,0.9985554
indpak,3,3.5,UFRW4RurzgXnn3eeZXLjJQ,0,0.2735832
indpak,1,5,_ZxbRvQDWD3uVu3o9df82A,1,0.9637801
indpak,1,5,EVaeiIE_p0m2LkeG6rhh2g,1,0.9637801
indpak,1,5,CxvXmplrCyvnHIGDrNKRyg,1,0.9637801
indpak,9,2.5,-DT3bduqJca_u3DGDarUkw,0,0.007412957
indpak,4,3,L1gBXF7Ux5mUmDQ0qpOMkw,0,0.2735832
indpak,3,4.5,URKDkoIl1s1rIfGOfPe7PA,1,0.9981641
indpak,2,5,6KrznDMeNCMA9wQrr6qwLA,1,0.9637801
indpak,4,3,L02D3DmTwrkap-BaAfIg8g,0,0.2735832
indpak,3,3.5,UQV4XEaZwIRfi5SLs48sDA,0,0.2735832
indpak,19,3.5,oiiQ_2cIUTZG-8qTlcwiuA,0,0.1233956
indpak,2,3.5,hfO1-9BjdSLjqErFT265ug,0,0.2735832
indpak,7,3.5,cOnQnP9GwyvhQjCJbSz5Fg,0,0.1282719
indpak,1,4,GbBmq42FMVX5dOteBm9mvw,1,0.9985554
indpak,1,4,2FFkYc6LbRanDbOwKumLEw,1,0.9985554
indpak,1,4,AJjQwst3ppWZ9BCfk-tQPA,1,0.9985554
indpak,16,3.5,RIl9kkzPz530mPoo-_PIgg,0,0.1233956
indpak,1,4,C6AAKuzSw-HrP7G47y47TQ,1,0.9985554
indpak,1,4,TB9jN3Fe-JHjyjYWmIQ_EA,1,0.9985554
indpak,1,4,WtaM26GHmDBiUpVB4lnl2w,1,0.9985554
italian,1715,4.5,zj8Lq1T8KIC5zwFief15jg,1,0.9555641
italian,4844,4,a0IET3_yCFcO36OqGSsisg,1,0.9240508
italian,1475,4.5,rp8S7scxOkVVeG7dNneMGQ,1,0.9555641
italian,2854,4,22nKUyCIbpnzR6R3_g1ptQ,1,0.9240508
italian,1613,4,raqwXUBlnc0e8c7CYmxEJQ,1,0.9647145
italian,1540,4,WG639VkTjmK5dzydd1BBJA,1,0.9647145
italian,2310,4,FhXjAc6nKLf414KxYujUHw,1,0.9240508
italian,2637,4,P4hm-IKNMbBbtfWSvPf25A,1,0.9240508
